Query,Label
"Please change text to - ""Where's his body at""",Spelling in the captions / Adding text / Changing text
"Please change text to UPPERCASE - ""OC",Spelling in the captions / Adding text / Changing text
pls change text to - what was ,Spelling in the captions / Adding text / Changing text
pls change text to - but you have to,Spelling in the captions / Adding text / Changing text
please delete comments (,Captions repeating at different timestamps
"please change text to ""QUARANTINE"" ",Spelling in the captions / Adding text / Changing text
Stryde not Strid,Spelling in the captions / Adding text / Changing text
tride,Spelling in the captions / Adding text / Changing text
"done with bro"" ",Spelling in the captions / Adding text / Changing text
 even wanna know.. Let's open it ,Spelling in the captions / Adding text / Changing text
Delete this file pls,Spelling in the captions / Adding text / Changing text
"""For Sure""",Spelling in the captions / Adding text / Changing text
"""How the Hell did the get in?""",Spelling in the captions / Adding text / Changing text
"""Dude, I swear, We just locked it",Spelling in the captions / Adding text / Changing text
"""Did you see he was going to pound that!""",Spelling in the captions / Adding text / Changing text
"""What does that mean?""",Spelling in the captions / Adding text / Changing text
"""We need to lock it",Spelling in the captions / Adding text / Changing text
so it's time to reveal the man,Spelling in the captions / Adding text / Changing text
Clown prison not cloud priso,Spelling in the captions / Adding text / Changing text
Clown prison,Spelling in the captions / Adding text / Changing text
this was purposely built ,Spelling in the captions / Adding text / Changing text
this was purposely built ,Spelling in the captions / Adding text / Changing text
"Please change text to ""And the back seat""",Spelling in the captions / Adding text / Changing text
Pls change text to - AND WHEN HE PULLS,Spelling in the captions / Adding text / Changing text
"Pls change text to - ""IS CONDITION""",Spelling in the captions / Adding text / Changing text
The banner should come here right,Spelling in the captions / Adding text / Changing text
"The caption should come above starting here.
As the text on the screen should not obstruct - the bike text ",Spelling in the captions / Adding text / Changing text
"The banner should come below, not above as it is coming on Jeremiah's face",Reframing
"The banner should come below, not above as it is coming on Jeremiah's face ",Reframing
I think the T went missing here,Reframing
Can we put an acoustic - Drake music in the BG? (,Sound effects or music louder than the speaker’s voice
Can you put a bringal emoji here? ,Reframing
Add like a meat emoji and a wink emoji here (,Reframing
Sushi emoji ,Reframing
"McDs emojis, pictures add ",Reframing
Some funny meme sound effect here?,Sound effects or music louder than the speaker’s voice
Sudden zoom on his face,Reframing
Now on him! BOMB CHICKEN!,Reframing
BAnner int he start - WHERE AM I TAKING MY BOYFRIEND? ,Spelling in the captions / Adding text / Changing text
Add food emojis (,Reframing
  Add a fanta bottle,Reframing
Add some water drops emoji/brinjal emoji (,Reframing
Bleep fucking,Reframing
Now bring him full frame ,Reframing
quickie? ,Spelling in the captions / Adding text / Changing text
uickie,Spelling in the captions / Adding text / Changing text
Add a cross ,Reframing
dd,Reframing
an you make him full frame and make his frame shake,Reframing
Some drake music please,Sound effects or music louder than the speaker’s voice
Banner - DRIVE-THRU BACKSEAT SHINDIGS!!,Spelling in the captions / Adding text / Changing text
There is a shift here,Spelling in the captions / Adding text / Changing text
Drake music acoustic bumps,Sound effects or music louder than the speaker’s voice
Pop a lot of brinjalssss her,Reframing
Put lips all over the screen - the emojis I mean,Reframing
Another funny meme sound here please (,Sound effects or music louder than the speaker’s voice
Make the frame go black and white a bit,Reframing
Banner in the start - WE DOIN IT TODAY IN THE BACKSEAT! (1,Spelling in the captions / Adding text / Changing text
Nice drake sound,Sound effects or music louder than the speaker’s voice
Put some hearts and kisses and brinjals on the screen.,Spelling in the captions / Adding text / Changing text
Mute bitch ,Spelling in the captions / Adding text / Changing text
Zoom into his face ,Reframing
end the video he,End video
keep only 1 title-MANHATTAN: THE ENERG,Reframing
separate brooklyn part from this and make another reel of it,Reframing
change the title to-'RELAXING ABSTRACT LANDSCAPE PAINTING',Reframing
put colon(:) after TIME OF REFLECTION ,Reframing
end this video here,End video
"separate the reel from here,make 2 separate reels (",Reframing
can you please make the victims photos larger to reach the top of the frame? Also the text should start at the top of the frame and be increased so it hits close to the bottom of the frame ,Spelling in the captions / Adding text / Changing text
end the reel here ,End video
Start the video from here,Reframing
"Put the banner that you put in the start here below, remove the captions - keep the banner for 3 seconds",Reframing
HE CRIES should come bigge,Reframing
Change the transition of the text!,Spelling in the captions / Adding text / Changing text
Put ....,Reframing
lso add some emojis throughout (,Reframing
Put the sound at the back - the one that is usually put in pranks on the reels on instagram (,Sound effects or music louder than the speaker’s voice
Zoom into his face and end with a transiiton ,Reframing
Put banner below a little,Spelling in the captions / Adding text / Changing text
"They both should have different color caption - if one is blue, other should be red ",Spelling in the captions / Adding text / Changing text
beel fuck ,Spelling in the captions / Adding text / Changing text
beeo fucking,Spelling in the captions / Adding text / Changing text
"show both only here in split screen up and down - he is pointing to camera and he is looking at the camera
Tylan above, boyfriend below",Reframing
We need to show more of him crying (,Reframing
 Let him finish the kiss then transition out,Ending transition and sound effect not there
"Please change text to "" LOW TVL""",Spelling in the captions / Adding text / Changing text
"Don't let him move up, end it before that ",Reframing
pan to left and show the phone ,Reframing
Shift the captions aa bit more below ,Reframing
Can you make the captions red instead of white throughout,Reframing
"please change text to ""15 years"" ",Spelling in the captions / Adding text / Changing text
pls change text to IRON ERASER,Spelling in the captions / Adding text / Changing text
" PLS CHANGE TEXT TO - ""THAT WAY THERE'S ATLEAST"" (",Spelling in the captions / Adding text / Changing text
