Query,Label
"00:00:22:50 So, ",Spelling in the captions / Adding text / Changing text
00:00:26:37 away! ,Spelling in the captions / Adding text / Changing text
00:00:27:33 last.,Spelling in the captions / Adding text / Changing text
"00:00:28:33 Remove this and put the above pointer 4 below
4. Grooming ",Spelling in the captions / Adding text / Changing text
00:00:30:53 Take,Spelling in the captions / Adding text / Changing text
"00:00:32:38 done,",Spelling in the captions / Adding text / Changing text
00:00:34:06 done!,Spelling in the captions / Adding text / Changing text
00:00:35:58 Remove thi,Spelling in the captions / Adding text / Changing text
00:00:36:26 Put below 5. Always smile,Spelling in the captions / Adding text / Changing text
00:00:40:19 A beautiful (,Spelling in the captions / Adding text / Changing text
"0:00:47:57 Remove caption here put instead - 6. Dress to Impress
Add a heart emoji",Spelling in the captions / Adding text / Changing text
00:00:50:21 They,Spelling in the captions / Adding text / Changing text
00:00:54:16 What is the golden rule?,Spelling in the captions / Adding text / Changing text
00:00:08:15 add caption-and go create a pin ,Spelling in the captions / Adding text / Changing text
00:00:57:07 add music,Sound effects or music louder than the speaker’s voice
00:00:57:19 add music ,Sound effects or music louder than the speaker’s voice
"00:00:14:27 ""What if he takes it?",Spelling in the captions / Adding text / Changing text
"00:00:20:12 ""We've gotta put the drone up right now"" ",Spelling in the captions / Adding text / Changing text
"00:00:01:13 Put a banner in the start - AT HOME BOXING WORKOUT
On a different patch  1. WARMUP! ",Spelling in the captions / Adding text / Changing text
00:00:24:09 Cardio,Spelling in the captions / Adding text / Changing text
00:00:40:18 Don't need this intro ,Spelling in the captions / Adding text / Changing text
00:00:01:11 Put a banner in the start - HOW TO THROW A JAB!,Spelling in the captions / Adding text / Changing text
00:00:59:16 Have an end transitio,Spelling in the captions / Adding text / Changing text
0:00:01:04 TEMP SPLIT SQUAT ,Spelling in the captions / Adding text / Changing text
0:00:02:19 Remove,Spelling in the captions / Adding text / Changing text
00:00:10:03 DRIVE BACK UP.,Spelling in the captions / Adding text / Changing text
00:00:50:22 GOT MYSELF. ,Spelling in the captions / Adding text / Changing text
00:00:57:02 SHAKE YOUR LEGS OFF> ,Spelling in the captions / Adding text / Changing text
00:00:58:20 Edn transition ,Ending transition and sound effect not there
00:00:08:06 caption missing,Spelling in the captions / Adding text / Changing text
00:00:11:09 write caption (,Spelling in the captions / Adding text / Changing text
"00:00:51:28 Has ""AT"" instead of ""A"" ",Spelling in the captions / Adding text / Changing text
00:00:00:00 add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
"00:00:34:11 ""Hydrow"" Not ""Hydro""",Spelling in the captions / Adding text / Changing text
00:00:00:00 add his website URL for 10 sec at end- RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
00:00:00:14 Banner in the start - QUICK PUSH UP ROW AND JAB CROSS CIRCUIT!,Spelling in the captions / Adding text / Changing text
00:00:53:05 end transition,Ending transition and sound effect not there
00:00:48:02 add his website URL for 10 sec at end- RayGrimesFineArt.com (,Spelling in the captions / Adding text / Changing text
00:00:41:27 add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
00:00:05:19 Zoom out and show both of them here,Reframing
00:00:05:22 It is...,Spelling in the captions / Adding text / Changing text
00:00:08:16 Keep him in the center ,Spelling in the captions / Adding text / Changing text
00:00:37:01 end transition,Ending transition and sound effect not there
00:00:02:13 BOXHAUS,Spelling in the captions / Adding text / Changing text
00:00:49:26 add his website URL for 10 sec at end- RayGrimesFineArt.com (,Spelling in the captions / Adding text / Changing text
00:00:50:14 add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
00:00:46:15 add his website URL for 10 sec at end- RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
00:00:02:12 Shift captions below,Spelling in the captions / Adding text / Changing text
"00:00:22:15 Please change text to"" Software Stability questionable""",Spelling in the captions / Adding text / Changing text
00:00:43:43 Please cut after the character says you saved my life.  Make it 44 seconds,Ending transition and sound effect not there
"00:00:25:51 Please change text to ""all right , Ladies & Gentlemen"" ",Spelling in the captions / Adding text / Changing text
"00:00:56:10 Please cut/shorten after pulse ""that was quick"", at 56 seconds. Look to it transition is good. ",Ending transition and sound effect not there
"00:00:45:08 Please change text to 'Im not gettin this whole"" ",Spelling in the captions / Adding text / Changing text
"00:00:01:03 Please change text to ""Leg of",Spelling in the captions / Adding text / Changing text
"00:00:10:11 Please change text to ""Would on bikes""",Spelling in the captions / Adding text / Changing text
00:01:01:11 pls reduce to 59 seconds ,Ending transition and sound effect not there
"00:00:00:21 Please change text to ""Now on the con side this was"" (",Spelling in the captions / Adding text / Changing text
00:00:05:00 reduce/cut parts from the trail part where he is off roading as he hasnt provided alot of info,Ending transition and sound effect not there
"00:00:11:05 pls change text to ""LOW 27's",Spelling in the captions / Adding text / Changing text
"00:00:37:12 Please change text to ""That wa",Spelling in the captions / Adding text / Changing text
00:00:37:12 Text - Right in the hallway repeated twice (,Spelling in the captions / Adding text / Changing text
"00:00:37:12 Text ""right in the hallway"" repeated twice, please correct. Has to be there only once",Spelling in the captions / Adding text / Changing text
"00:00:00:00 Add a banner in the start!
MY BOYFRIEND'S PEE PEE SMALL! - In the red box
PRANK GONE WRONG (with a tongue out emoji) - In the middle orange one.",Spelling in the captions / Adding text / Changing text
00:00:09:22 Reduce this transition sound level,Sound effects or music louder than the speaker’s voice
"00:00:17:11 Show him also, frame more left side",Reframing
00:00:20:00 Me...,Spelling in the captions / Adding text / Changing text
00:00:21:11 Add some emojis throughout this reel ,Spelling in the captions / Adding text / Changing text
00:00:23:00 cut this,Spelling in the captions / Adding text / Changing text
00:00:42:16 remove caption here (,Spelling in the captions / Adding text / Changing text
"00:00:32:18 Cut it post this.
From the original video put - 7.04 till 7.37
This is the main part - In the end zoom into the boyfriend's face, reduce the volume when he says ""Your D*** is smaller than mine"" and then end transition and sfx",Ending transition and sound effect not there
"00:00:05:14 Please change text "" see how chris and stern will do """,Spelling in the captions / Adding text / Changing text
"00:00:10:03 Pls change text to ""Its a blood bath""",Spelling in the captions / Adding text / Changing text
"00:00:38:19 Please change text to ""Oh! Who's shooting?"" (1",Spelling in the captions / Adding text / Changing text
"00:00:49:40 Please change text to ""suspects now""",Spelling in the captions / Adding text / Changing text
"00:00:05:31 Please change text to ""As an""",Spelling in the captions / Adding text / Changing text
0:00:55:05 Remove the waterkark from the top,Reframing
00:00:51:08 In the end the transition is not smooth please remove this part and jus get to the full screen banner in the end after he finishes ,Ending transition and sound effect not there
"00:00:25:14 Remove text ""content perspective"" ",Spelling in the captions / Adding text / Changing text
00:00:31:18 Remove this part as mentioned in the first video. if u need sample ill send,Reframing
00:00:00:02 add music ,Sound effects or music louder than the speaker’s voice
"00:00:10:18  00:10 to 00:14 remove this part ""this is one of........money to start""",Reframing
00:00:00:03 add music ,Sound effects or music louder than the speaker’s voice
"00:00:05:16 write caption-""literally make money"" ",Spelling in the captions / Adding text / Changing text
00:00:00:01 add music,Sound effects or music louder than the speaker’s voice
00:00:00:00 add music (,Sound effects or music louder than the speaker’s voice
00:00:01:23 add music,Sound effects or music louder than the speaker’s voice
"00:00:08:04 framing is not right, product is not visible properly (",Reframing
"0:00:25:45 same problem,product is not visible (",Reframing
"00:00:40:02 same problem,product is not visible ",Reframing
"00:00:20:32 framing is not right, product is not visible ",Reframing
"00:00:00:00 most of the content in this video is of no importance, add the clip of the one product shown here to another part with another part",Reframing
00:00:06:57 product not visible,Reframing
"00:00:40:29 same problem,product  is not visible ",Reframing
"00:00:07:56 framing is not right,product is not visible",Reframing
00:00:31:30 same issue,Reframing
00:00:53:21 same issue (,Reframing
00:00:08:00 product is not visible,Reframing
00:00:00:00 Remove the white glow from the two people on right,Reframing
00:13:23:17 Bleep - Sexual Assault here ,Spelling in the captions / Adding text / Changing text
00:19:46:17 Keep the picture till here,Reframing
"00:19:48:23 Keep the picture till here, slow the zoom in more so the picture doesn't get cut from top.",Reframing
"00:22:17:18 cut this. - ""but again I am just speculating"" ",Reframing
00:00:00:19 On ,Spelling in the captions / Adding text / Changing text
00:00:04:14 Center this picture ,Reframing
00:00:08:09 MICHELLE'S ,Spelling in the captions / Adding text / Changing text
"00:00:46:00 Change Text to Uppercase - ""PUMP ""GAS in there"" ",Spelling in the captions / Adding text / Changing text
00:00:36:15 Change text - {Banger} to Uppercase ,Spelling in the captions / Adding text / Changing text
